2 theta,Intensity
5.000100136,-0.043714161
5.020539675,0.047503598
5.040979214,-0.071327996
5.061418753,-0.032153388
5.081858292,0.059124646
5.102297831,0.06882555
5.12273737,0.076810434
5.14317691,0.063982077
5.163616449,0.056382145
5.184055988,-0.02064214
5.204495527,0.042978667
5.224935066,0.058008455
5.245374605,-0.006802776
5.265814144,0.048197751
5.286253683,0.077176703
5.306693222,0.034995191
5.327132761,0.046653216
5.347572301,0.042706333
5.36801184,0.024890652
5.388451379,0.024456175
5.408890918,-0.066235989
5.429330457,0.060105828
5.449769996,0.018064959
5.470209535,0.068058071
5.490649074,-0.027762058
5.511088613,-0.026339874
5.531528153,-0.01274482
5.551967692,0.035592548
5.572407231,0.000616675
5.59284677,-0.110727996
5.613286309,0.026211314
5.633725848,0.026017939
5.654165387,0.064039099
5.674604926,-0.019447426
5.695044465,0.082850029
5.715484004,-0.009276868
5.735923544,0.04444966
5.756363083,0.018335168
5.776802622,0.092935213
5.797242161,0.04429146
5.8176817,-0.077248867
5.838121239,-0.042509468
5.858560778,0.039125023
5.879000317,-0.004220395
5.899439856,0.063565391
5.919879396,0.034149046
5.940318935,0.003016682
5.960758474,0.022251631
5.981198013,0.034562229
6.001637552,-0.015607082
6.022077091,-0.029297968
6.04251663,-0.013454873
6.062956169,0.047547202
6.083395708,0.028708258
6.103835247,-0.038721705
6.124274787,-0.005437131
6.144714326,0.019186978
6.165153865,0.003900624
6.185593404,-0.063448972
6.206032943,0.008110413
6.226472482,0.04843989
6.246912021,0.000247792
6.26735156,-0.047924214
6.287791099,-0.023907825
6.308230639,-0.027649122
6.328670178,-0.012273104
6.349109717,0.065623005
6.369549256,0.089719761
6.389988795,-0.044149501
6.410428334,0.004292994
6.430867873,-0.027105529
6.451307412,0.026585484
6.471746951,-0.015189523
6.49218649,0.102777785
6.51262603,0.012431851
6.533065569,0.028008786
6.553505108,-0.081394186
6.573944647,0.062695155
6.594384186,0.001943477
6.614823725,0.01760078
6.635263264,-0.011860714
6.655702803,0.080225661
6.676142342,-0.013431761
6.696581881,0.082167021
6.717021421,-0.068741884
6.73746096,0.007799859
6.757900499,-0.031957751
6.778340038,0.025526953
6.798779577,-0.064537696
6.819219116,0.057223303
6.839658655,0.000184949
6.860098194,0.005666687
6.880537733,-0.046123149
6.900977273,-0.037129005
6.921416812,0.010079675
6.941856351,-0.036441553
6.96229589,-0.049956578
6.982735429,0.024862609
7.003174968,0.000743554
7.023614507,0.018311259
7.044054046,-0.012712056
7.064493585,-0.000312502
7.084933124,0.107593255
7.105372664,0.048852438
7.125812203,0.023117823
7.146251742,-0.080721699
7.166691281,-0.021460758
7.18713082,-0.002110281
7.207570359,0.111010288
7.228009898,-0.090085162
7.248449437,-0.00991052
7.268888976,0.089381436
7.289328516,-0.063042628
7.309768055,-0.021002155
7.330207594,0.123488965
7.350647133,-0.00804149
7.371086672,0.009753703
7.391526211,-0.014097679
