2 theta,Intensity
9.639875513,0.064615511
9.660315052,0.018659479
9.680754591,0.082098911
9.70119413,0.036183808
9.721633669,0.106608614
9.742073208,0.012123328
9.762512747,0.09474184
9.782952286,-0.003174739
9.803391825,0.105526369
9.823831365,-0.037488171
9.844270904,-0.020760023
9.864710443,0.07758581
9.885149982,-0.107034002
9.905589521,-0.00864724
9.92602906,0.008162765
9.946468599,0.021521012
9.966908138,-0.022391944
9.987347677,0.011840565
10.00778722,0.020051872
10.02822676,0.097728087
10.04866629,0.0243831
10.06910583,-0.041996978
10.08954537,0.001018408
10.10998491,-0.008029074
10.13042445,0.022874463
10.15086399,-2.10E-05
10.17130353,-0.021159848
10.19174307,0.103555083
10.21218261,0.044262699
10.23262215,0.118671336
10.25306169,0.125392104
10.27350122,0.040119447
10.29394076,-0.069438301
10.3143803,-0.040048113
10.33481984,0.032765317
10.35525938,0.056988101
10.37569892,0.043036904
10.39613846,0.075981172
10.416578,0.049918126
10.43701754,0.036028322
10.45745708,-0.082007684
10.47789662,0.201018441
10.49833615,0.070870586
10.51877569,0.08831264
10.53921523,0.147441825
10.55965477,0.064230363
10.58009431,0.053956032
10.60053385,0.055854944
10.62097339,0.054302097
10.64141293,0.087491937
10.66185247,0.011327241
10.68229201,0.117474676
10.70273155,0.032670354
10.72317109,0.116289274
10.74361062,0.073192546
10.76405016,0.120394061
10.7844897,0.00962993
10.80492924,-0.014308182
10.82536878,0.081565837
10.84580832,0.071557543
10.86624786,0.141430824
10.8866874,0.04118568
10.90712694,0.083322112
10.92756648,0.024784565
10.94800602,0.087795259
10.96844555,0.015409751
10.98888509,-0.003135849
11.00932463,0.080769572
11.02976417,0.090042679
11.05020371,0.045516806
11.07064325,0.00448362
11.09108279,0.161387564
11.11152233,0.019700862
11.13196187,0.060326291
11.15240141,0.20340274
11.17284095,0.132957986
11.19328048,0.199686475
11.21372002,0.193518761
11.23415956,0.173482623
11.2545991,0.20207806
11.27503864,0.112638407
11.29547818,0.050996995
11.31591772,0.136945492
11.33635726,0.238539453
11.3567968,0.072792768
11.37723634,0.104983213
11.39767588,0.17886079
11.41811541,0.105189387
11.43855495,0.094038447
11.45899449,0.122838528
11.47943403,0.118672962
11.49987357,0.170083416
11.52031311,0.188528224
11.54075265,0.220882384
11.56119219,0.043187564
11.58163173,0.118985431
11.60207127,0.010775985
11.62251081,0.209878669
11.64295034,0.205876818
11.66338988,0.031756543
11.68382942,0.203142843
11.70426896,0.119341274
11.7247085,-0.047773165
11.74514804,0.104577306
11.76558758,0.154517686
11.78602712,0.098575752
11.80646666,0.17980706
11.8269062,0.092656055
11.84734574,0.205178292
11.86778527,0.243068215
11.88822481,0.239311936
11.90866435,0.1696039
11.92910389,0.330819105
11.94954343,0.23511033
11.96998297,0.245324798
11.99042251,0.241670841
12.01086205,0.206787348
12.03130159,0.102479875
12.05174113,0.260345645
12.07218067,0.126565212
12.09262021,0.185513576
12.11305974,0.197607406
12.13349928,0.225346699
12.15393882,0.299981457
12.17437836,0.129845012
12.1948179,0.277437365
12.21525744,0.227133516
12.23569698,0.30011402
12.25613652,0.256795544
12.27657606,0.232594755
12.2970156,0.342094986
12.31745514,0.194671236
12.33789467,0.222615173
