Time,CO_2 [%],CO [%],NO_x [%],O_2 [%],H_2O [%],N_2 [%],m_{Rauchgas} [kg/s],Temperature (°C),rounded_temperature
25.06.2024 15:08,4.22107,0.348331,7.91945e-05,16.1659,4.179802245,75.08481756,0.012543128,299.673,300.0
25.06.2024 15:08,4.22107,0.348147,7.91945e-05,16.1714,4.179640968,75.07966284,0.012368713,299.549,300.0
25.06.2024 15:08,4.18527,0.344647,-3.45462e-05,16.1941,4.145181887,75.13083566,0.012504033,299.678,300.0
25.06.2024 15:08,4.18213,0.344411,-4.48138e-05,16.1949,4.142220582,75.13638323,0.012436091,299.821,300.0
25.06.2024 15:08,4.17512,0.343835,-5.77011e-05,16.1949,4.13556575,75.15063695,0.012378487,299.93,300.0
25.06.2024 15:08,4.17512,0.343835,-5.77011e-05,16.1957,4.13556575,75.14983695,0.012417583,299.911,300.0
25.06.2024 15:08,4.22508,0.34853,9.40793e-05,16.16,4.183491305,75.08280462,0.012553229,299.723,300.0
25.06.2024 15:47,2.71595,0.194235,-0.00128706,17.5754,2.703081156,76.8126209,0.01145748,300.281,300.0
25.06.2024 15:47,2.71644,0.194313,-0.00129236,17.5754,2.703594471,76.81154489,0.01152667,300.282,300.0
25.06.2024 15:47,2.71707,0.194313,-0.00129236,17.5736,2.70416381,76.81214555,0.01152667,300.282,300.0
25.06.2024 15:47,2.71754,0.194389,-0.00130899,17.5706,2.704657232,76.81412276,0.011575718,300.232,300.0
25.06.2024 15:47,2.72039,0.194581,-0.00134038,17.5678,2.707406205,76.81116318,0.011495387,300.096,300.0
25.06.2024 15:47,2.72039,0.194681,-0.00136186,17.5678,2.707496569,76.81099429,0.011476849,299.903,300.0
25.06.2024 15:47,2.72145,0.194789,-0.0013697,17.5654,2.708552016,76.81117868,0.011496249,299.93,300.0
25.06.2024 15:47,2.72145,0.195034,-0.00137728,17.5657,2.708773404,76.81041988,0.01150626,300.072,300.0
25.06.2024 15:47,2.7223,0.195173,-0.00141143,17.5663,2.709667078,76.80797135,0.011574113,300.277,300.0
25.06.2024 15:47,2.72039,0.194681,-0.00136186,17.566,2.707496569,76.81279429,0.011515648,299.778,300.0
25.06.2024 15:48,2.70412,0.193986,-0.00105216,17.5849,2.692163805,76.82588235,0.01151541,299.886,300.0
25.06.2024 15:48,2.70098,0.19469,-0.000963337,17.5956,2.689961781,76.81973156,0.011693183,299.54,300.0
25.06.2024 15:48,2.70308,0.194166,-0.00100397,17.5928,2.691386419,76.81957155,0.011654889,299.722,300.0
25.06.2024 15:48,2.70308,0.194127,-0.0010193,17.5904,2.691351165,76.82206114,0.011673962,299.531,300.0
25.06.2024 15:48,2.70412,0.194075,-0.00104576,17.5882,2.692244255,76.82240651,0.011459084,300.238,300.0
25.06.2024 15:48,2.70412,0.193996,-0.00105216,17.5882,2.692172844,76.82256332,0.011516599,300.174,300.0
25.06.2024 15:48,2.70487,0.193986,-0.00106004,17.5843,2.692841748,76.82506229,0.011555278,299.608,300.0
25.06.2024 15:48,2.70098,0.194774,-0.000951833,17.6005,2.690037714,76.81466012,0.011633559,299.549,300.0
25.06.2024 15:48,2.70556,0.193918,-0.00109254,17.5848,2.693403982,76.82341056,0.011632252,299.983,300.0
25.06.2024 15:48,2.70605,0.193918,-0.00109254,17.589,2.693846895,76.81827765,0.011575539,300.198,300.0
25.06.2024 15:48,2.70743,0.193896,-0.00111838,17.589,2.695074374,76.81571801,0.011634361,300.448,300.0
25.06.2024 15:48,2.7084,0.19389,-0.00113299,17.5913,2.695945703,76.81159729,0.011498477,300.363,300.0
25.06.2024 15:48,2.71331,0.193999,-0.00120161,17.581,2.700481966,76.81241064,0.011419067,300.413,300.0
25.06.2024 15:48,2.71415,0.194033,-0.00122257,17.5769,2.70127186,76.81486771,0.011457302,300.289,300.0
25.06.2024 15:48,2.71595,0.194235,-0.00128706,17.5759,2.703081156,76.8121209,0.01145748,300.281,300.0
25.06.2024 15:48,2.70487,0.193956,-0.00107032,17.5848,2.692814631,76.82462969,0.01156428,299.643,300.0
25.06.2024 15:48,2.69936,0.194855,-0.000946456,17.6109,2.688646485,76.80718497,0.011694015,299.635,300.0
